urban,age,marital_status,given_birth,dob,dom,age_mar,partner_age,ethnicity,language,birth_year,birth_month,birth_day,marriage_year,marriage_month,marriage_day
2,41,1,1,181,280.0,27,44.0,1,1.0,14,12,24.0,7.0,2.0,17.0
1,44,1,1,1928,1341.0,23,44.0,1,1.0,16,9,17.0,2.0,6.0,1.0
1,47,1,1,1929,1340.0,39,54.0,1,1.0,8,4,25.0,12.0,3.0,20.0
1,15,2,2,94,,NIU,,1,1.0,35,7,10.0,,,
1,19,2,2,298,,NIU,,1,1.0,28,4,27.0,,,
1,25,2,2,11,,NIU,,1,1.0,26,3,24.0,,,
1,28,1,1,596,279.0,21,28.0,1,1.0,19,7,9.0,8.0,2.0,29.0
1,15,2,2,266,,NIU,,1,1.0,35,7,25.0,,,
2,22,2,2,839,,NIU,,3,,31,12,13.0,,,
2,23,2,2,261,,NIU,,4,1.0,17,9,20.0,,,
1,47,3,1,59,366.0,18,,1,1.0,8,1,29.0,30.0,2.0,10.0
1,43,3,1,573,278.0,18,,1,1.0,20,5,31.0,14.0,9.0,28.0
2,36,1,1,1110,722.0,19,36.0,1,1.0,5,9,24.0,13.0,5.0,23.0
1,23,2,2,297,,NIU,,1,1.0,17,3,20.0,,,
1,36,1,1,787,401.0,22,42.0,1,1.0,5,11,17.0,5.0,1.0,30.0
2,43,1,1,574,263.0,18,46.0,1,1.0,20,5,1.0,27.0,4.0,19.0
2,30,2,2,2458,,NIU,,1,1.0,9,6,21.0,,,
1,37,1,2,1507,1363.0,26,38.0,1,1.0,13,1,17.0,20.0,2.0,11.0
1,36,1,1,270,261.0,25,40.0,1,1.0,13,4,4.0,20.0,8.0,4.0
1,40,1,1,1495,1362.0,16,40.0,5,3.0,2,6,5.0,14.0,4.0,5.0
2,45,1,1,260,125.0,21,46.0,1,1.0,11,10,23.0,14.0,7.0,10.0
2,42,1,1,1171,1037.0,19,45.0,1,1.0,14,2,10.0,15.0,9.0,16.0
1,41,3,1,1172,269.0,22,,1,1.0,12,2,2.0,1.0,9.0,26.0
1,21,2,2,1937,,NIU,,1,1.0,23,12,26.0,,,
1,22,2,2,571,,NIU,,1,1.0,23,1,6.0,,,
1,24,2,2,90,,NIU,,1,1.0,17,1,29.0,,,
1,20,2,2,254,,NIU,,1,1.0,21,12,31.0,,,
1,30,3,1,1136,1038.0,20,,1,1.0,9,11,15.0,4.0,12.0,28.0
1,22,2,2,840,,NIU,,3,,23,11,3.0,,,
1,36,1,1,294,172.0,21,40.0,1,1.0,5,9,6.0,7.0,6.0,8.0
1,44,1,1,144,135.0,25,48.0,1,1.0,16,6,17.0,22.0,5.0,10.0
1,41,1,1,488,335.0,26,41.0,1,1.0,12,2,7.0,7.0,4.0,3.0
1,48,3,2,580,268.0,28,,1,1.0,3,1,14.0,2.0,2.0,5.0
1,23,2,2,241,,NIU,,3,,17,12,8.0,,,
1,21,2,2,313,,NIU,,1,1.0,21,11,22.0,,,
1,38,1,1,41,742.0,23,41.0,1,1.0,1,9,16.0,7.0,5.0,20.0
2,41,1,1,629,1039.0,26,44.0,1,1.0,12,7,4.0,9.0,5.0,8.0
2,40,1,1,312,171.0,23,43.0,1,1.0,2,7,28.0,21.0,2.0,20.0
1,39,1,2,311,782.0,32,44.0,1,1.0,24,1,24.0,10.0,7.0,29.0
2,32,2,2,285,,NIU,,1,1.0,18,6,22.0,,,
2,36,1,1,722,1361.0,16,51.0,1,1.0,5,10,15.0,2.0,8.0,17.0
1,30,1,1,267,776.0,27,32.0,1,1.0,10,4,15.0,6.0,2.0,22.0
2,18,2,2,284,,NIU,,4,1.0,25,6,20.0,,,
1,22,2,2,359,,NIU,,1,1.0,31,9,7.0,,,
2,37,1,1,1111,406.0,25,40.0,1,1.0,13,2,14.0,16.0,10.0,7.0
1,34,1,1,60,405.0,27,40.0,1,1.0,15,2,26.0,8.0,8.0,19.0
1,41,1,1,283,14.0,30,42.0,1,1.0,12,4,21.0,4.0,4.0,3.0
1,39,1,1,1205,777.0,33,40.0,2,2.0,24,9,22.0,3.0,8.0,13.0
1,38,1,2,6,3.0,31,37.0,1,1.0,1,11,10.0,10.0,5.0,30.0
1,32,1,1,1857,1393.0,22,37.0,1,1.0,18,10,4.0,4.0,1.0,22.0
1,39,1,1,26,28.0,26,38.0,1,,2,3,24.0,5.0,5.0,18.0
2,39,2,1,647,,NIU,,3,1.0,24,5,16.0,,,
1,21,2,2,101,,NIU,,1,1.0,21,4,5.0,,,
1,23,1,1,1885,706.0,17,37.0,1,1.0,17,12,30.0,10.0,1.0,27.0
1,47,1,1,23,20.0,26,47.0,2,1.0,8,8,11.0,18.0,5.0,7.0
2,39,3,2,639,404.0,29,,1,1.0,24,5,13.0,4.0,11.0,17.0
2,44,1,1,308,707.0,19,48.0,1,1.0,16,2,10.0,27.0,2.0,2.0
1,19,2,2,245,,NIU,,1,1.0,28,8,6.0,,,
1,49,1,1,542,251.0,22,57.0,1,1.0,36,4,13.0,29.0,12.0,17.0
2,39,3,1,311,717.0,19,,1,1.0,24,1,24.0,22.0,6.0,15.0
1,30,1,1,1017,588.0,21,34.0,1,1.0,9,11,20.0,17.0,11.0,16.0
2,32,1,1,66,15.0,19,39.0,4,1.0,18,2,22.0,5.0,2.0,29.0
1,34,2,2,296,,NIU,,1,1.0,7,4,18.0,,,
2,39,1,1,513,313.0,20,47.0,1,1.0,24,1,5.0,22.0,2.0,4.0
1,28,2,2,630,,NIU,,1,1.0,19,2,29.0,,,
2,21,2,2,295,,NIU,,1,1.0,21,5,12.0,,,
2,46,1,1,578,23.0,20,51.0,3,,4,6,22.0,19.0,1.0,11.0
2,15,1,2,365,198.0,15,23.0,5,1.0,35,8,24.0,26.0,9.0,12.0
2,33,1,1,1749,906.0,25,36.0,3,,22,2,2.0,8.0,4.0,21.0
2,20,2,2,579,,NIU,,1,1.0,21,12,27.0,,,
2,26,2,2,841,,NIU,,1,1.0,26,6,24.0,,,
2,38,1,1,1826,1392.0,18,37.0,1,1.0,1,8,24.0,2.0,9.0,1.0
1,27,2,2,330,,NIU,,1,1.0,19,3,13.0,,,
1,36,1,1,1107,640.0,27,36.0,1,1.0,5,2,21.0,12.0,7.0,20.0
2,24,2,2,75,,NIU,,1,1.0,17,10,1.0,,,
2,40,1,1,1050,718.0,26,44.0,4,1.0,2,2,13.0,7.0,2.0,16.0
2,21,2,2,145,,NIU,,2,1.0,21,8,24.0,,,
2,24,2,2,75,,NIU,,1,1.0,17,10,1.0,,,
1,42,1,1,1049,662.0,30,42.0,1,1.0,14,10,7.0,16.0,12.0,5.0
2,22,1,2,548,312.0,16,24.0,1,1.0,23,9,27.0,3.0,1.0,27.0
2,46,2,2,668,,NIU,,1,1.0,4,5,8.0,,,
2,47,1,1,737,905.0,15,53.0,3,1.0,8,11,22.0,32.0,7.0,10.0
2,36,1,1,1048,685.0,32,29.0,4,1.0,5,10,1.0,11.0,8.0,27.0
2,39,1,1,667,418.0,19,47.0,1,1.0,24,6,8.0,2.0,10.0,23.0
2,27,2,2,329,,NIU,,1,1.0,30,11,28.0,,,
1,22,2,2,154,,NIU,,1,1.0,23,4,13.0,,,
1,19,2,2,1127,,NIU,,2,1.0,28,6,29.0,,,
1,31,1,1,1827,1534.0,24,30.0,1,1.0,10,6,5.0,8.0,5.0,1.0
1,24,2,2,1147,,NIU,,1,1.0,17,4,4.0,,,
1,47,1,1,1104,686.0,18,50.0,1,1.0,8,11,28.0,29.0,7.0,25.0
2,20,2,2,309,,NIU,,1,1.0,27,11,27.0,,,
2,44,1,1,178,228.0,22,45.0,1,1.0,16,8,26.0,15.0,8.0,30.0
1,31,1,1,1089,687.0,17,47.0,1,1.0,10,11,16.0,5.0,6.0,17.0
1,20,2,2,1099,,NIU,,5,1.0,27,5,18.0,,,
2,27,2,2,348,,NIU,,1,1.0,19,3,4.0,,,
1,48,3,1,1748,1424.0,29,,1,1.0,3,4,6.0,1.0,2.0,11.0
1,26,1,1,1298,797.0,25,21.0,1,1.0,26,6,29.0,28.0,8.0,13.0
1,24,2,2,1023,,NIU,,1,1.0,17,1,27.0,,,
2,46,1,1,1277,804.0,22,53.0,1,1.0,8,4,10.0,27.0,3.0,28.0
1,35,1,1,5,7.0,22,40.0,1,1.0,7,1,2.0,5.0,10.0,22.0
2,23,2,2,56,,NIU,,1,1.0,17,3,8.0,,,
2,45,1,1,1292,942.0,17,50.0,1,1.0,11,5,6.0,29.0,4.0,7.0
1,44,3,1,535,333.0,22,,1,1.0,11,12,9.0,15.0,4.0,10.0
2,38,1,1,2460,1533.0,18,38.0,1,1.0,1,2,6.0,22.0,6.0,30.0
1,27,1,1,694,38.0,24,32.0,1,1.0,30,5,16.0,6.0,3.0,19.0
1,45,1,1,1201,334.0,23,49.0,1,1.0,11,1,25.0,18.0,1.0,14.0
2,45,1,1,547,308.0,18,47.0,1,1.0,11,7,5.0,19.0,6.0,20.0
1,45,1,1,2459,1508.0,28,47.0,1,1.0,11,5,25.0,21.0,2.0,23.0
1,40,1,1,1852,1429.0,27,36.0,1,1.0,2,1,20.0,5.0,2.0,23.0
1,31,1,1,125,743.0,27,30.0,1,1.0,10,9,23.0,11.0,3.0,24.0
1,25,2,2,11,,NIU,,1,1.0,26,3,24.0,,,
1,44,1,1,331,225.0,24,45.0,1,1.0,16,8,19.0,2.0,2.0,20.0
2,32,1,1,1063,641.0,24,37.0,1,1.0,22,3,16.0,17.0,11.0,9.0
1,36,1,1,354,219.0,24,39.0,1,1.0,5,2,30.0,20.0,9.0,7.0
2,25,1,2,984,450.0,25,30.0,1,1.0,29,8,10.0,26.0,8.0,10.0
1,24,2,2,983,,NIU,,1,1.0,17,10,5.0,,,
2,49,1,1,380,227.0,29,52.0,1,1.0,36,3,6.0,2.0,6.0,31.0
1,41,1,1,488,335.0,26,41.0,1,1.0,12,2,7.0,7.0,4.0,3.0
1,38,2,2,1,,NIU,,1,1.0,1,1,25.0,,,
1,30,1,2,2441,1492.0,30,29.0,1,1.0,10,4,2.0,26.0,7.0,13.0
1,47,1,1,109,826.0,15,50.0,5,1.0,3,4,15.0,33.0,1.0,23.0
1,39,1,1,79,823.0,25,37.0,1,1.0,24,6,7.0,7.0,3.0,31.0
1,31,1,1,125,743.0,27,30.0,1,1.0,10,9,23.0,11.0,3.0,24.0
2,22,3,1,113,48.0,13,,5,3.0,23,10,1.0,12.0,6.0,24.0
2,30,1,2,379,654.0,29,31.0,1,1.0,9,5,27.0,28.0,2.0,7.0
2,21,2,2,159,,NIU,,1,1.0,21,7,16.0,,,
1,37,1,1,717,445.0,27,52.0,1,1.0,13,10,25.0,4.0,7.0,6.0
2,24,1,1,2440,1491.0,19,26.0,1,1.0,29,12,25.0,10.0,11.0,28.0
1,34,2,2,1272,,NIU,,1,1.0,15,5,28.0,,,
2,39,1,1,1346,824.0,18,44.0,1,1.0,24,2,4.0,18.0,2.0,10.0
1,34,1,1,378,220.0,27,36.0,1,1.0,15,8,14.0,8.0,8.0,8.0
2,40,2,2,713,,NIU,,1,1.0,2,5,25.0,,,
1,35,1,1,1241,874.0,21,43.0,1,1.0,7,6,30.0,7.0,5.0,7.0
1,31,1,1,1242,483.0,26,26.0,1,1.0,18,12,27.0,3.0,5.0,28.0
1,40,3,1,3,21.0,27,,1,1.0,2,8,16.0,5.0,3.0,16.0
2,42,1,1,496,329.0,20,48.0,1,1.0,14,6,8.0,15.0,6.0,12.0
1,22,2,2,9,,NIU,,1,1.0,23,5,23.0,,,
2,48,1,1,1663,328.0,22,56.0,1,1.0,3,2,30.0,27.0,9.0,4.0
1,24,2,2,497,,NIU,,1,1.0,17,7,24.0,,,
1,41,3,1,391,16.0,18,,1,1.0,12,2,16.0,15.0,4.0,8.0
2,24,1,1,1357,589.0,19,35.0,1,1.0,29,12,18.0,3.0,4.0,29.0
2,31,1,1,1664,590.0,26,33.0,1,1.0,10,10,9.0,3.0,7.0,14.0
1,26,2,1,1358,,NIU,,2,2.0,26,9,5.0,,,
1,48,1,1,478,24.0,27,50.0,1,1.0,3,2,12.0,2.0,9.0,20.0
1,24,2,2,390,,NIU,,1,1.0,17,7,21.0,,,
1,39,1,1,763,482.0,19,46.0,1,1.0,24,6,18.0,2.0,5.0,13.0
1,32,1,1,187,101.0,24,39.0,1,1.0,18,11,26.0,8.0,7.0,14.0
2,24,1,1,479,327.0,18,27.0,1,1.0,17,8,14.0,10.0,3.0,2.0
1,42,1,1,997,875.0,28,39.0,3,,14,11,31.0,5.0,6.0,23.0
2,27,2,2,348,,NIU,,1,1.0,19,3,4.0,,,
1,42,1,1,1726,1411.0,19,44.0,1,1.0,14,5,4.0,15.0,9.0,1.0
1,39,1,1,1310,1543.0,28,39.0,1,1.0,24,8,29.0,20.0,8.0,5.0
2,25,2,2,1311,,NIU,,1,1.0,26,12,13.0,,,
1,47,1,1,142,82.0,28,46.0,1,1.0,8,3,17.0,1.0,7.0,28.0
1,31,1,2,941,591.0,24,40.0,1,1.0,18,4,11.0,8.0,1.0,15.0
2,27,2,2,366,,NIU,,1,1.0,30,1,4.0,,,
1,17,2,2,201,,NIU,,1,1.0,33,4,27.0,,,
2,30,2,2,482,,NIU,,1,1.0,9,1,3.0,,,
1,44,1,1,39,592.0,20,45.0,1,1.0,11,4,9.0,14.0,2.0,29.0
2,45,1,1,260,125.0,21,46.0,1,1.0,11,10,23.0,14.0,7.0,10.0
2,15,2,2,608,,NIU,,1,1.0,35,8,19.0,,,
1,35,1,1,29,231.0,21,37.0,1,1.0,7,8,18.0,7.0,1.0,7.0
1,41,1,1,395,179.0,27,40.0,1,1.0,12,2,6.0,7.0,12.0,30.0
1,29,3,2,780,494.0,25,,1,1.0,34,11,24.0,11.0,3.0,16.0
1,24,1,1,2443,571.0,18,26.0,1,1.0,17,11,13.0,10.0,2.0,7.0
1,21,2,2,115,,NIU,,1,1.0,21,6,9.0,,,
1,47,1,1,455,945.0,18,49.0,1,1.0,8,1,8.0,29.0,7.0,2.0
2,15,2,2,16,,NIU,,5,3.0,35,10,11.0,,,
2,36,1,1,779,572.0,17,36.0,5,2.0,5,11,13.0,1.0,5.0,25.0
1,31,2,2,1593,,NIU,,4,4.0,10,1,27.0,,,
1,21,2,2,477,,NIU,,1,1.0,23,3,9.0,,,
1,48,3,1,932,577.0,29,,1,1.0,3,6,29.0,22.0,10.0,18.0
1,29,1,1,2442,1588.0,19,38.0,1,1.0,34,7,20.0,17.0,1.0,8.0
2,21,2,2,112,,NIU,,1,1.0,23,4,7.0,,,
2,31,1,1,134,1354.0,22,30.0,1,1.0,10,2,6.0,17.0,3.0,2.0
1,31,2,2,236,,NIU,,1,1.0,10,10,15.0,,,
1,31,1,1,45,26.0,26,33.0,1,1.0,10,1,14.0,11.0,5.0,5.0
1,44,1,1,732,493.0,24,45.0,1,1.0,11,12,4.0,2.0,2.0,29.0
2,24,1,1,461,320.0,20,24.0,3,,29,4,2.0,3.0,3.0,28.0
1,25,1,2,405,30.0,25,26.0,1,1.0,29,5,15.0,26.0,1.0,6.0
2,19,2,2,404,,NIU,,1,1.0,27,4,29.0,,,
1,29,1,2,928,578.0,26,31.0,1,1.0,34,7,14.0,6.0,3.0,15.0
1,46,1,1,120,23.0,20,47.0,1,1.0,4,10,13.0,19.0,1.0,11.0
2,22,3,1,113,48.0,13,,5,3.0,23,10,1.0,12.0,6.0,24.0
1,25,2,2,11,,NIU,,1,1.0,26,3,24.0,,,
1,23,2,2,403,,NIU,,1,1.0,31,6,12.0,,,
2,33,3,1,1517,884.0,27,,1,1.0,22,2,28.0,3.0,9.0,5.0
1,45,3,1,39,190.0,18,,1,1.0,11,4,9.0,19.0,4.0,29.0
1,29,1,2,928,578.0,26,31.0,1,1.0,34,7,14.0,6.0,3.0,15.0
1,31,1,2,125,492.0,28,32.0,1,1.0,10,9,23.0,25.0,7.0,24.0
2,18,2,2,12,,NIU,,1,1.0,25,10,27.0,,,
2,35,1,1,1518,1353.0,19,46.0,1,1.0,7,8,24.0,13.0,8.0,25.0
2,30,1,1,2444,1649.0,28,40.0,1,1.0,9,10,10.0,25.0,3.0,26.0
1,49,2,2,126,,NIU,,1,1.0,6,4,24.0,,,
1,40,2,2,387,,NIU,,1,1.0,2,1,10.0,,,
1,30,1,1,754,1305.0,27,31.0,1,1.0,9,11,4.0,25.0,5.0,8.0
1,27,1,1,417,200.0,19,31.0,1,1.0,19,12,9.0,12.0,1.0,5.0
2,43,1,1,122,189.0,26,45.0,3,,16,3,19.0,21.0,6.0,3.0
2,48,1,1,1603,1304.0,16,60.0,1,1.0,3,9,1.0,32.0,5.0,19.0
1,48,1,1,1440,80.0,21,49.0,1,1.0,3,2,17.0,23.0,1.0,1.0
1,19,2,2,481,,NIU,,1,1.0,27,3,10.0,,,
1,30,1,1,1437,1007.0,26,34.0,1,1.0,10,12,30.0,11.0,3.0,31.0
1,22,1,2,476,287.0,21,25.0,1,1.0,23,7,6.0,26.0,6.0,30.0
1,21,2,2,101,,NIU,,1,1.0,21,4,5.0,,,
1,49,3,1,13,8.0,27,,1,1.0,36,3,9.0,15.0,1.0,28.0
2,36,1,1,121,111.0,18,48.0,1,1.0,5,9,25.0,21.0,10.0,25.0
2,43,1,1,123,41.0,20,44.0,1,1.0,20,10,15.0,15.0,4.0,16.0
1,42,1,1,903,573.0,21,45.0,1,1.0,20,3,16.0,15.0,12.0,14.0
1,35,3,2,1462,946.0,17,,1,1.0,7,5,17.0,1.0,5.0,28.0
1,30,1,1,2454,1647.0,26,32.0,1,1.0,10,3,7.0,11.0,9.0,5.0
2,34,1,1,1527,1303.0,25,38.0,2,1.0,15,6,11.0,17.0,2.0,13.0
2,26,1,2,889,552.0,25,31.0,1,1.0,26,9,16.0,26.0,10.0,15.0
1,45,1,2,450,338.0,27,49.0,1,1.0,11,8,16.0,1.0,7.0,9.0
1,38,2,2,451,,NIU,,1,1.0,1,5,8.0,,,
1,44,1,1,407,9.0,28,47.0,1,1.0,16,6,11.0,13.0,1.0,23.0
2,20,2,2,888,,NIU,,1,1.0,21,12,11.0,,,
1,42,1,1,887,553.0,19,47.0,1,1.0,14,6,27.0,24.0,12.0,22.0
1,26,2,2,256,,NIU,,1,1.0,26,8,6.0,,,
1,47,1,1,142,82.0,28,46.0,1,1.0,8,3,17.0,1.0,7.0,28.0
1,37,2,2,525,,NIU,,1,1.0,13,10,28.0,,,
2,18,2,2,452,,NIU,,5,3.0,25,1,11.0,,,
1,30,1,1,1579,76.0,21,30.0,1,1.0,9,8,3.0,12.0,6.0,21.0
2,44,1,2,453,314.0,39,45.0,1,1.0,11,3,26.0,3.0,7.0,22.0
1,47,1,1,1431,966.0,23,48.0,1,1.0,8,11,27.0,14.0,2.0,21.0
1,23,2,2,274,,NIU,,1,1.0,31,10,17.0,,,
1,48,1,1,203,1723.0,23,54.0,1,1.0,3,10,26.0,14.0,6.0,2.0
1,34,3,1,2423,1717.0,21,,1,1.0,15,9,25.0,16.0,10.0,8.0
2,22,2,2,1591,,NIU,,1,1.0,31,3,15.0,,,
2,47,1,1,562,285.0,14,54.0,1,1.0,8,4,19.0,33.0,1.0,12.0
2,39,1,1,232,100.0,23,42.0,1,1.0,2,3,7.0,13.0,7.0,7.0
1,24,2,2,868,,NIU,,4,4.0,17,7,20.0,,,
1,25,2,2,783,,NIU,,2,1.0,26,12,15.0,,,
1,26,1,2,782,532.0,25,27.0,2,2.0,26,7,25.0,28.0,3.0,25.0
2,49,1,1,427,541.0,23,57.0,1,1.0,6,1,23.0,19.0,12.0,20.0
1,39,1,1,475,360.0,18,51.0,1,1.0,2,4,23.0,18.0,10.0,21.0
2,36,1,1,1422,967.0,22,46.0,1,1.0,5,7,25.0,5.0,4.0,6.0
2,16,2,2,386,,NIU,,1,1.0,32,1,20.0,,,
1,19,2,2,824,,NIU,,1,1.0,28,10,22.0,,,
1,38,1,2,6,3.0,31,37.0,1,1.0,1,11,10.0,10.0,5.0,30.0
2,32,1,1,1592,1225.0,25,34.0,1,1.0,18,10,28.0,10.0,4.0,1.0
1,33,2,2,1598,,NIU,,1,1.0,22,1,24.0,,,
2,18,2,2,105,,NIU,,1,1.0,25,6,28.0,,,
1,48,1,1,230,103.0,24,49.0,1,1.0,3,5,7.0,14.0,1.0,8.0
1,46,1,1,1398,968.0,16,54.0,1,,4,2,21.0,31.0,12.0,10.0
1,49,1,1,490,359.0,22,54.0,1,1.0,6,5,9.0,23.0,10.0,8.0
2,16,2,2,231,,NIU,,1,1.0,33,3,3.0,,,
1,27,2,2,449,,NIU,,1,1.0,30,9,21.0,,,
1,31,1,2,798,449.0,31,31.0,1,1.0,10,10,20.0,26.0,8.0,16.0
1,30,2,2,1374,,NIU,,1,1.0,9,7,28.0,,,
1,38,1,1,1635,1224.0,20,35.0,1,1.0,1,2,2.0,1.0,5.0,23.0
1,41,1,1,2426,1223.0,30,38.0,1,1.0,14,12,3.0,20.0,1.0,7.0
1,27,1,1,220,104.0,20,36.0,1,1.0,30,5,22.0,8.0,8.0,18.0
1,15,2,2,2425,,NIU,,1,1.0,35,5,6.0,,,
2,15,2,2,2424,,NIU,,1,1.0,35,9,16.0,,,
2,35,1,1,80,644.0,13,42.0,1,1.0,7,11,12.0,18.0,7.0,4.0
1,27,1,2,492,361.0,21,28.0,1,1.0,19,12,26.0,10.0,2.0,16.0
1,26,2,2,820,,NIU,,1,1.0,26,7,10.0,,,
1,23,2,2,381,,NIU,,1,1.0,17,3,24.0,,,
2,44,1,1,432,373.0,18,49.0,1,1.0,11,3,21.0,19.0,5.0,16.0
1,39,3,1,161,63.0,27,,1,1.0,2,3,3.0,16.0,2.0,6.0
2,36,1,1,1110,722.0,19,36.0,1,1.0,5,9,24.0,13.0,5.0,23.0
1,28,2,2,21,,NIU,,2,1.0,19,11,28.0,,,
1,32,1,1,898,732.0,25,37.0,1,1.0,18,1,25.0,8.0,3.0,11.0
1,31,2,2,135,,NIU,,1,1.0,10,1,26.0,,,
1,36,1,1,235,384.0,25,38.0,1,1.0,13,3,25.0,20.0,2.0,7.0
2,43,1,1,911,733.0,24,44.0,1,1.0,20,5,18.0,22.0,8.0,9.0
1,47,3,1,506,371.0,21,,1,1.0,8,5,20.0,19.0,7.0,26.0
2,39,1,1,1365,1010.0,25,40.0,1,1.0,2,12,7.0,7.0,3.0,6.0
1,32,1,1,22,298.0,28,40.0,1,1.0,18,7,19.0,6.0,4.0,28.0
2,36,1,1,804,438.0,19,39.0,1,1.0,5,4,24.0,13.0,6.0,13.0
1,35,1,1,80,203.0,27,35.0,1,1.0,7,11,12.0,8.0,10.0,14.0
2,16,2,2,1647,,NIU,,1,1.0,32,5,15.0,,,
2,22,2,2,1648,,NIU,,1,1.0,23,2,7.0,,,
2,35,2,2,1366,,NIU,,1,1.0,7,8,29.0,,,
1,42,3,1,8,6.0,20,,2,1.0,14,10,30.0,15.0,2.0,28.0
2,16,2,2,156,,NIU,,1,1.0,32,2,26.0,,,
1,32,3,1,138,81.0,24,,1,1.0,18,8,23.0,12.0,7.0,11.0
1,21,2,2,372,,NIU,,1,1.0,21,11,20.0,,,
2,16,2,2,231,,NIU,,1,1.0,33,3,3.0,,,
1,47,1,1,71,979.0,20,53.0,2,2.0,3,3,8.0,23.0,2.0,7.0
1,18,2,2,491,,NIU,,1,1.0,25,11,11.0,,,
1,48,1,1,880,663.0,17,52.0,1,1.0,6,3,15.0,32.0,4.0,5.0
1,49,1,1,93,368.0,23,53.0,1,1.0,36,4,8.0,19.0,5.0,9.0
1,33,2,2,162,,NIU,,1,1.0,22,7,28.0,,,
1,23,2,2,381,,NIU,,1,1.0,17,3,24.0,,,
1,44,1,1,906,664.0,26,45.0,1,,16,10,10.0,21.0,6.0,18.0
1,23,2,2,297,,NIU,,1,1.0,17,3,20.0,,,
1,36,1,1,799,980.0,25,37.0,1,1.0,5,10,6.0,4.0,9.0,25.0
2,34,1,2,2427,1748.0,17,44.0,1,1.0,7,4,20.0,21.0,2.0,15.0
1,45,1,1,30,17.0,21,52.0,2,2.0,4,3,17.0,14.0,3.0,12.0
1,38,3,1,110,49.0,21,,1,1.0,1,6,22.0,21.0,3.0,6.0
2,39,1,1,1327,981.0,20,43.0,1,1.0,2,12,12.0,22.0,12.0,4.0
1,35,1,1,755,524.0,21,38.0,1,1.0,7,10,26.0,7.0,1.0,4.0
1,25,1,2,362,152.0,24,25.0,1,1.0,29,9,17.0,26.0,7.0,5.0
1,35,1,1,5,7.0,22,40.0,1,1.0,7,1,2.0,5.0,10.0,22.0
2,39,1,1,232,100.0,23,42.0,1,1.0,2,3,7.0,13.0,7.0,7.0
1,15,2,2,940,,NIU,,1,1.0,35,1,4.0,,,
2,24,2,2,361,,NIU,,1,1.0,17,1,19.0,,,
1,21,2,2,778,,NIU,,1,1.0,23,4,5.0,,,
1,21,1,2,4,4.0,21,33.0,1,1.0,21,6,14.0,26.0,6.0,13.0
1,28,1,1,505,241.0,22,37.0,1,1.0,19,11,3.0,10.0,8.0,6.0
2,36,1,1,1638,1876.0,27,35.0,1,1.0,13,3,2.0,17.0,3.0,11.0
2,33,1,2,157,42.0,26,33.0,1,1.0,22,4,30.0,10.0,1.0,5.0
2,48,1,1,806,523.0,17,51.0,1,1.0,3,4,16.0,31.0,4.0,1.0
2,29,1,1,2429,1875.0,17,32.0,5,1.0,9,3,27.0,16.0,10.0,13.0
1,28,1,1,1646,1129.0,25,35.0,1,1.0,19,10,24.0,6.0,5.0,1.0
1,39,1,1,805,403.0,19,43.0,1,1.0,24,8,5.0,2.0,7.0,21.0
1,35,1,1,2428,1829.0,27,34.0,1,1.0,7,10,30.0,12.0,12.0,23.0
1,43,1,1,1315,758.0,17,43.0,1,1.0,20,8,22.0,19.0,1.0,17.0
1,19,2,2,986,,NIU,,3,1.0,28,10,21.0,,,
2,44,1,1,2411,1828.0,15,49.0,1,1.0,11,3,9.0,30.0,6.0,23.0
1,32,1,1,1276,759.0,23,36.0,1,1.0,18,11,28.0,17.0,11.0,19.0
1,23,2,2,985,,NIU,,1,1.0,31,9,24.0,,,
1,49,1,1,551,343.0,22,47.0,1,1.0,6,8,5.0,23.0,5.0,10.0
1,22,2,2,171,,NIU,,1,1.0,31,12,8.0,,,
1,19,1,1,612,294.0,13,21.0,5,3.0,28,6,2.0,10.0,2.0,20.0
2,16,2,2,1764,,NIU,,1,1.0,32,2,7.0,,,
1,35,1,1,1765,760.0,19,40.0,1,1.0,7,10,1.0,13.0,10.0,16.0
1,30,3,2,2410,1827.0,24,,1,1.0,9,11,6.0,10.0,2.0,4.0
2,43,1,1,911,733.0,24,44.0,1,1.0,20,5,18.0,22.0,8.0,9.0
1,49,3,1,169,301.0,20,,1,1.0,36,3,13.0,31.0,11.0,18.0
1,32,1,1,187,101.0,24,39.0,1,1.0,18,11,26.0,8.0,7.0,14.0
2,47,1,1,562,285.0,14,54.0,1,1.0,8,4,19.0,33.0,1.0,12.0
1,32,1,2,1657,1182.0,32,33.0,1,1.0,18,8,12.0,26.0,1.0,21.0
1,45,1,1,719,522.0,24,47.0,1,1.0,4,12,7.0,18.0,9.0,6.0
1,23,2,2,403,,NIU,,1,1.0,31,6,12.0,,,
1,30,1,2,1766,1063.0,26,49.0,1,1.0,9,7,5.0,6.0,1.0,21.0
1,45,3,1,363,548.0,17,,5,3.0,11,10,28.0,23.0,6.0,21.0
1,26,2,2,516,,NIU,,1,1.0,26,2,9.0,,,
2,17,1,1,924,549.0,16,39.0,2,1.0,25,12,9.0,28.0,10.0,4.0
1,44,1,1,790,52.0,22,51.0,1,1.0,16,1,11.0,18.0,1.0,1.0
2,47,1,1,186,73.0,18,58.0,1,1.0,8,2,29.0,30.0,11.0,3.0
2,21,2,2,1806,,NIU,,4,1.0,21,5,11.0,,,
