CLASE_VIV,SEXO,EDAD,ENT_PAIS_NAC,DHSERSAL1,RELIGION,HLENGUA,HESPANOL,ASISTEN,NIVACAD,SITUA_CONYUGAL,HIJOS_NAC_VIVOS,ZIP_CODE
1,2,15,14,2,1,1,1,2,7,3,24,305
2,2,14,12,2,2,1,1,2,3,3,24,162
1,1,14,24,1,1,1,1,2,7,3,1,1647
1,1,40,15,1,1,1,1,1,8,6,3,1610
3,1,10,7,2,1,1,1,2,11,2,24,99
4,2,32,7,1,1,1,1,2,12,3,24,778
1,2,15,2,3,1,1,1,1,7,3,24,15837
3,2,37,14,1,2,1,1,1,7,3,24,815
1,1,69,29,3,1,1,1,1,3,4,4,1161
1,1,26,29,4,1,1,1,1,12,3,1,1100
1,2,41,27,3,1,1,1,1,3,6,24,1285
1,2,29,29,1,3,1,1,1,8,1,24,1443
1,1,29,1,1,1,1,1,1,4,3,1,4200
1,1,61,26,2,1,1,1,1,3,6,3,3127
1,2,38,22,1,1,1,1,1,8,1,24,968
1,2,8,4,4,1,1,1,2,3,2,24,450
1,2,29,16,1,1,1,1,1,4,1,24,76
1,1,55,20,3,1,2,2,1,3,5,3,2044
3,1,19,4,9,1,1,1,2,8,3,1,588
5,2,41,26,1,1,1,1,1,4,7,24,6979
3,1,22,2,2,1,1,1,1,7,5,2,4199
1,1,54,14,8,1,1,1,1,9,4,12,1065
1,1,72,27,1,7,1,1,1,3,7,4,1023
1,1,22,9,10,1,1,1,1,8,7,2,1194
1,1,61,4,3,1,1,1,1,3,7,6,703
1,2,15,2,3,1,1,1,2,7,3,24,4129
1,1,1,8,1,1,3,1,3,10,2,24,1850
1,2,41,35,3,1,1,1,1,3,7,24,6990
1,2,8,1,1,1,1,1,2,2,2,24,15779
3,1,4,19,2,5,1,1,2,9,2,24,164
1,2,36,14,3,1,2,2,1,9,3,24,1098
1,2,1,25,3,1,3,1,3,10,2,24,346
1,2,56,15,3,1,1,1,1,8,1,24,1942
1,1,25,28,1,1,2,2,1,6,3,1,1293
3,2,10,10,3,1,1,1,2,3,2,24,15778
1,2,12,31,2,3,1,1,2,3,2,24,6989
1,1,5,8,2,1,1,1,1,9,2,24,1655
1,1,51,28,2,1,2,3,1,9,3,1,1438
1,1,36,7,1,3,1,1,1,7,1,2,698
3,1,14,6,2,3,1,1,2,3,3,1,3031
1,1,6,4,1,8,1,1,2,2,2,24,86
1,1,24,12,2,1,1,1,1,4,3,1,128
1,1,37,4,3,1,1,1,1,3,3,2,817
1,1,15,5,1,1,1,1,2,7,3,1,7013
1,2,46,14,3,1,1,1,1,3,6,24,919
1,2,29,8,2,1,1,1,1,4,6,24,2298
1,2,38,15,2,1,1,1,1,4,3,24,1678
1,1,47,12,2,1,1,1,1,3,6,3,49
4,2,1,2,3,1,3,1,3,10,2,24,4089
1,1,23,2,2,1,1,1,1,7,5,3,3594
1,1,24,4,1,8,1,1,1,8,1,2,641
1,2,19,8,2,1,1,1,1,7,3,24,1845
1,2,17,4,2,1,1,1,2,8,3,24,551
1,1,77,5,1,1,1,1,1,6,6,8,15742
7,1,41,2,3,1,1,1,1,7,5,5,15741
1,1,71,4,3,1,2,3,1,9,1,9,872
3,1,8,11,3,1,1,1,2,3,2,24,7012
1,2,19,10,1,1,1,1,2,8,3,24,7011
1,2,36,11,1,3,1,1,1,7,7,24,7054
1,2,80,3,1,1,1,1,1,3,6,24,449
1,1,53,25,2,1,1,1,1,7,8,4,130
3,2,39,2,3,1,1,1,1,3,3,24,3221
4,1,6,4,7,1,1,1,2,2,2,24,309
2,1,26,29,8,1,1,1,1,1,8,2,1668
1,1,53,17,2,1,1,1,1,9,6,7,7053
1,2,43,8,2,1,1,1,1,8,3,24,2387
1,1,53,7,1,1,1,1,1,4,4,4,1085
1,1,4,11,3,1,1,1,1,9,2,24,4051
3,1,82,34,5,8,1,1,1,9,4,10,2198
1,2,22,30,9,2,1,1,1,4,3,24,7052
1,1,87,19,5,1,1,1,1,3,6,11,176
1,1,72,2,2,1,2,2,1,3,7,7,2844
1,1,70,29,1,1,1,1,1,3,4,4,896
1,1,66,7,1,1,1,1,1,13,6,4,535
1,2,76,1,1,1,1,1,1,3,6,24,15628
1,2,3,2,3,1,3,1,3,10,2,24,7077
3,1,29,14,9,8,1,1,1,7,3,4,705
1,1,17,6,1,1,1,1,2,8,3,1,2457
1,2,25,15,1,1,1,1,1,4,3,24,1575
1,1,28,14,2,1,1,1,1,7,1,2,873
1,2,19,6,2,8,1,1,2,8,3,24,2576
1,1,18,15,1,1,1,1,2,8,3,1,1944
1,2,6,26,1,1,1,1,2,2,2,24,15627
1,2,43,24,4,1,1,1,1,7,6,24,1618
1,2,27,8,3,1,1,1,1,7,3,24,2297
3,2,18,2,2,1,1,1,1,5,3,24,7076
1,1,8,16,2,1,1,1,2,3,2,24,177
1,2,11,9,3,2,1,1,2,3,2,24,1264
1,2,30,15,5,2,1,1,2,12,6,24,1593
3,1,17,26,1,1,1,1,2,7,3,1,15626
1,1,25,19,3,1,1,1,2,4,3,1,92
1,1,68,14,3,1,2,2,1,3,6,10,595
1,2,10,2,1,1,1,1,2,3,2,24,4002
1,2,54,17,2,1,1,1,1,4,6,24,7113
1,2,83,14,2,3,1,1,1,9,5,24,416
1,2,11,8,1,1,1,1,2,3,2,24,1735
1,2,34,34,3,1,1,1,1,4,7,24,3290
1,2,54,6,2,1,1,1,1,3,1,24,2878
1,1,31,6,1,2,1,1,1,7,7,2,3289
1,2,40,7,1,1,1,1,1,4,1,24,423
1,1,80,14,1,1,1,1,1,5,6,5,464
1,2,18,28,2,1,1,1,2,7,3,24,1120
3,2,57,7,1,1,1,1,1,7,7,24,495
1,2,53,6,2,1,1,1,1,8,6,24,2511
1,2,3,19,3,1,3,1,3,10,2,24,230
1,1,10,7,2,1,1,1,2,3,2,24,775
1,1,22,15,2,1,1,1,1,7,3,1,2167
3,1,49,29,3,1,1,1,1,3,6,4,1266
1,1,21,2,2,8,1,1,1,7,1,2,15525
1,2,61,34,2,1,1,1,1,3,3,24,2450
1,2,32,14,3,1,1,1,1,7,7,24,1098
1,1,38,24,1,1,1,1,1,4,7,4,2136
1,1,9,6,1,1,1,1,2,3,2,24,3950
3,1,36,16,2,1,1,1,1,8,3,1,145
1,2,29,12,3,1,1,1,1,8,1,24,6
1,2,23,2,1,1,1,1,1,4,3,24,7117
3,2,23,17,1,1,1,1,1,8,3,24,7116
4,2,34,7,2,1,1,1,1,4,3,24,358
1,1,15,21,3,1,2,2,2,7,3,1,2407
1,2,24,11,7,1,1,1,2,4,3,24,7115
1,2,39,12,3,1,1,1,1,3,6,24,121
3,2,59,2,1,2,1,1,1,3,7,24,3949
1,2,48,14,8,8,1,1,1,4,7,24,711
1,1,22,17,1,2,1,1,1,8,3,1,3948
3,2,2,2,2,4,3,1,3,10,2,24,7114
1,2,66,21,1,3,2,2,1,3,6,24,1946
3,2,60,14,8,2,1,1,1,3,5,24,940
1,2,37,7,1,3,1,1,1,6,3,24,609
1,1,69,31,2,3,1,1,1,8,7,2,15473
1,2,74,26,2,1,1,1,1,3,6,24,15472
1,2,47,29,3,1,1,1,1,4,6,24,1573
1,1,18,22,3,1,1,1,1,7,3,1,426
3,1,25,2,1,1,1,1,1,8,5,2,3221
1,1,39,34,1,1,1,1,1,8,5,2,2038
3,2,4,15,2,2,1,1,2,9,2,24,1844
1,2,27,5,3,1,1,1,1,8,3,24,15471
1,1,46,2,1,1,1,1,1,7,3,5,2849
4,1,69,14,9,1,1,1,1,3,3,4,1141
1,1,58,27,5,1,1,1,1,12,8,4,776
1,2,72,30,1,1,1,1,1,3,6,24,3159
1,1,67,8,2,1,1,1,1,3,4,4,2039
1,2,46,2,2,1,1,1,1,7,1,24,3901
1,1,86,14,10,8,1,1,1,9,4,4,904
1,1,39,28,3,1,2,3,1,3,6,3,913
1,2,58,14,3,1,1,1,1,3,3,24,412
1,2,26,2,2,9,1,1,1,8,3,24,7171
3,2,81,27,3,1,1,1,1,3,4,24,877
1,1,74,1,7,1,1,1,1,7,6,5,15423
1,2,13,17,2,1,1,1,2,3,3,24,3135
1,1,8,17,2,1,1,1,2,3,2,24,7170
1,2,18,10,3,1,1,1,1,7,3,24,2998
1,2,33,9,3,1,2,2,1,7,7,24,1044
1,1,15,15,1,1,1,1,2,7,3,1,1920
1,1,39,24,1,1,1,1,1,4,7,2,1838
1,1,10,16,3,5,1,1,2,3,2,24,105
1,2,16,24,3,1,1,1,2,7,3,24,1538
4,2,7,14,1,2,1,1,2,2,2,24,1098
3,1,9,17,2,1,1,1,2,3,2,24,7169
3,2,51,16,3,5,2,2,1,3,7,24,384
1,2,1,7,1,8,3,1,3,10,2,24,921
3,1,74,14,8,1,1,1,1,15,4,4,886
1,1,26,8,1,1,1,1,1,7,3,1,1685
1,1,57,15,3,1,1,1,1,3,7,4,1297
1,1,71,2,1,1,1,1,1,16,6,4,3818
1,2,37,7,1,1,1,1,1,4,3,24,623
1,1,54,14,3,5,1,1,1,7,5,3,464
1,2,20,2,2,1,1,1,1,8,3,24,3147
1,1,43,4,3,1,2,2,1,3,1,3,450
1,1,65,14,1,1,1,1,1,3,6,4,687
1,1,45,15,2,1,1,1,1,3,6,5,2037
1,2,61,24,5,1,1,1,1,4,6,24,1715
1,1,55,24,1,1,1,1,1,8,7,3,1106
1,2,12,6,1,2,1,1,2,3,2,24,2985
1,1,25,12,3,1,1,1,1,11,3,1,90
3,2,23,26,1,1,1,1,1,3,1,24,7203
1,1,43,7,5,1,1,1,1,4,1,2,471
3,1,56,14,3,1,1,1,1,3,6,8,768
3,1,90,14,3,1,1,1,1,3,4,6,986
3,1,45,17,3,1,1,1,1,5,1,3,3817
1,1,44,12,2,1,1,1,1,7,7,6,236
1,2,43,7,2,3,1,1,1,8,1,24,280
1,1,14,17,3,1,1,1,2,7,3,1,3792
1,2,21,22,2,2,1,1,1,8,3,24,426
1,2,38,12,2,1,1,1,1,3,6,24,136
1,1,28,7,2,2,1,1,1,4,3,1,603
3,2,35,2,1,1,1,1,1,8,1,24,3791
1,1,53,4,1,8,1,1,1,3,5,5,641
1,2,58,2,1,1,1,1,1,7,6,24,15346
1,2,44,29,1,3,1,1,1,9,3,24,1451
1,1,28,5,7,1,1,1,1,4,3,1,15345
1,1,35,12,3,1,1,1,1,8,6,3,754
4,2,2,7,1,1,3,1,3,10,2,24,972
1,2,56,17,5,1,1,1,1,16,6,24,7217
1,2,7,2,2,1,1,1,1,3,2,24,3790
1,1,9,14,2,1,1,1,2,3,2,24,796
3,1,9,2,2,1,1,1,2,3,2,24,15344
1,2,18,19,3,1,1,1,1,3,3,24,125
1,2,20,2,2,1,1,1,1,3,3,24,7216
3,2,11,13,1,3,1,1,2,3,2,24,2748
1,1,34,22,1,1,1,1,1,4,3,1,756
3,1,11,12,2,1,1,1,2,3,2,24,98
1,2,2,21,7,1,3,1,3,10,2,24,1933
3,1,55,14,3,1,1,1,1,9,5,5,1440
1,1,2,27,2,1,3,1,3,10,2,24,1080
1,1,2,14,3,2,3,1,3,10,2,24,793
1,2,54,21,2,1,1,1,1,7,6,24,2454
2,2,22,12,1,1,1,1,2,4,3,24,6
1,1,55,2,3,1,1,1,1,9,6,9,3717
1,1,31,28,2,1,1,1,2,4,1,2,1433
1,2,26,5,2,1,1,1,1,4,3,24,6932
1,1,20,28,1,1,2,2,2,8,3,1,1114
1,2,75,19,2,6,1,1,1,3,6,24,69
4,2,66,7,5,1,1,1,1,8,6,24,521
1,2,71,7,1,1,1,1,1,4,8,24,280
3,1,68,2,3,1,1,1,1,3,4,5,3305
1,2,11,16,3,6,1,1,2,3,2,24,397
1,2,61,12,1,1,1,1,1,3,1,24,72
3,2,45,4,3,1,1,1,1,3,1,24,739
1,2,54,21,3,1,2,2,1,7,6,24,1932
1,2,4,28,3,1,2,3,1,9,2,24,890
1,1,11,19,3,1,1,1,2,3,2,24,43
1,2,21,31,2,1,1,1,2,4,3,24,15297
1,2,44,2,3,1,1,1,1,7,1,24,7234
1,2,47,5,1,1,1,1,1,8,7,24,7233
3,1,5,4,2,1,1,1,2,2,2,24,478
1,1,48,7,1,1,1,1,1,4,4,5,477
1,2,39,7,1,1,1,1,1,4,7,24,301
1,2,49,11,1,1,1,1,1,4,8,24,3178
1,1,38,11,1,1,1,1,1,7,6,3,7232
3,2,37,17,1,1,1,1,1,4,3,24,3728
1,2,73,2,2,1,1,1,1,3,3,24,3177
1,1,30,25,2,9,1,1,1,3,3,4,28
1,1,35,8,3,1,1,1,1,3,7,3,1675
3,1,55,28,3,1,2,2,1,9,9,7,900
1,2,41,2,3,1,1,1,1,4,1,24,7231
1,1,51,7,2,1,1,1,1,8,6,4,558
1,2,45,29,3,2,1,1,1,3,6,24,893
1,2,15,25,3,1,1,1,2,7,3,24,44
1,2,78,24,5,1,1,1,1,3,6,24,2302
1,1,44,12,3,3,1,1,1,3,7,3,148
4,1,69,7,1,1,1,1,1,4,1,4,284
1,2,19,14,1,1,1,1,2,8,3,24,620
1,2,50,9,3,1,1,1,1,7,6,24,1169
1,1,73,22,1,1,1,1,1,9,8,9,289
3,1,41,7,7,1,1,1,1,7,7,3,244
1,2,36,4,3,1,2,2,1,9,9,24,520
3,2,2,15,2,2,3,1,3,10,2,24,1775
1,1,3,8,1,1,3,1,3,10,2,24,1845
1,2,20,6,9,3,1,1,1,7,3,24,3742
3,1,33,15,3,1,1,1,1,7,6,5,1371
1,2,65,7,1,1,1,1,1,7,6,24,691
1,1,48,15,3,1,1,1,1,7,1,2,1619
1,2,44,12,3,1,1,1,1,8,6,24,607
1,1,56,1,5,1,1,1,1,7,6,3,15236
1,1,58,17,1,15,1,1,1,7,7,8,7261
1,2,29,2,5,1,1,1,1,4,3,24,15235
1,2,22,22,2,1,1,1,1,7,5,24,1347
1,2,55,14,3,3,1,1,1,3,7,24,652
1,2,31,15,1,1,1,1,1,4,6,24,1275
1,1,43,7,1,6,1,1,1,5,6,2,233
4,1,13,18,1,1,1,1,2,3,3,1,7286
1,1,90,9,3,1,1,1,1,9,4,10,1622
1,1,13,16,3,1,1,1,2,3,3,1,10
1,1,14,20,2,2,1,1,2,7,3,1,1344
1,1,9,10,3,8,1,1,2,3,2,24,15212
1,1,56,14,3,1,1,1,1,9,5,5,749
1,1,8,14,3,1,1,1,2,2,2,24,492
3,2,51,25,8,1,1,1,1,12,5,24,9
1,2,43,3,3,1,1,1,1,3,1,24,336
1,1,25,17,2,1,1,1,1,7,1,2,7285
1,1,5,16,2,11,2,3,1,9,2,24,1
1,1,54,4,1,1,1,1,1,4,6,3,1013
1,1,35,2,2,1,1,1,1,4,6,3,3729
1,1,37,10,2,1,1,1,1,7,1,4,7284
1,2,10,5,1,1,1,1,2,3,2,24,7283
1,1,51,19,5,1,1,1,1,4,5,3,196
1,2,28,4,2,6,1,1,1,3,3,24,677
1,2,6,4,1,1,1,1,2,2,2,24,455
3,1,21,14,3,2,1,1,1,8,1,2,234
1,1,39,27,2,1,1,1,1,3,6,4,776
1,2,46,7,1,8,1,1,1,4,7,24,819
1,2,45,8,10,1,1,1,1,7,6,24,2394
1,1,49,11,1,1,1,1,1,7,6,3,3158
3,2,20,7,1,16,1,1,1,8,3,24,183
1,1,44,17,2,1,1,1,1,3,6,5,15069
1,2,2,5,1,1,3,1,3,10,2,24,3163
3,2,62,14,1,1,1,1,1,3,9,24,768
1,1,22,1,1,1,1,1,1,7,1,2,7381
1,2,10,17,3,2,1,1,2,3,2,24,3787
3,1,28,2,3,1,1,1,1,7,8,3,15068
3,2,24,2,2,1,1,1,1,4,3,24,3221
1,1,53,11,2,8,1,1,1,8,6,7,7380
1,1,27,15,1,2,1,1,1,4,3,4,1832
1,1,24,5,1,1,1,1,1,7,1,4,7379
3,1,35,14,5,1,1,1,1,4,1,5,928
1,2,41,19,3,1,1,1,1,3,6,24,644
4,1,38,13,1,1,1,1,1,7,5,4,2455
3,1,42,8,2,1,1,1,1,7,1,5,1701
4,1,43,2,4,1,1,1,1,4,3,1,7378
3,1,38,7,1,1,1,1,1,7,6,3,241
1,1,26,15,2,1,1,1,1,7,7,3,1810
3,2,8,2,2,1,1,1,1,9,2,24,15038
1,1,51,7,7,1,1,1,1,4,6,3,1291
1,2,49,16,3,1,2,3,1,2,1,24,177
1,1,6,17,1,1,1,1,2,2,2,24,3831
1,1,32,1,1,1,1,1,1,8,6,5,3802
1,2,33,21,7,1,2,2,1,5,6,24,2509
1,1,15,29,1,1,1,1,2,7,3,1,1062
1,1,50,3,1,1,1,1,1,3,4,4,186
1,1,7,8,2,1,1,1,1,2,2,24,1779
1,1,21,31,2,1,1,1,2,8,3,1,15037
1,2,77,15,5,1,1,1,1,3,6,24,1593
3,1,50,14,3,9,1,1,1,3,4,5,815
1,2,73,2,5,1,1,1,1,3,6,24,15036
1,1,35,16,7,1,1,1,1,4,1,3,224
1,2,33,16,2,2,1,1,1,7,7,24,57
1,2,38,7,5,1,1,1,1,8,6,24,144
1,2,46,2,2,3,1,1,1,3,1,24,3801
1,2,29,8,6,1,1,1,1,8,3,24,2156
1,1,34,20,1,2,1,1,1,7,1,4,1455
1,1,41,15,1,1,1,1,1,4,7,3,2275
1,2,14,26,1,1,1,1,2,7,3,24,14994
1,1,25,15,1,3,1,1,1,7,7,3,1772
1,2,13,24,1,1,1,1,2,3,3,24,1277
1,1,25,19,3,1,1,1,1,7,3,1,230
4,1,47,7,3,3,1,1,1,8,5,2,400
1,2,43,21,1,1,1,1,1,3,6,24,2216
1,2,18,14,2,1,1,1,2,8,3,24,919
1,2,48,1,5,1,1,1,1,4,6,24,7408
1,1,63,21,3,3,2,3,1,9,7,7,1542
1,1,11,31,7,1,1,1,2,3,2,24,14993
1,1,24,20,1,3,1,1,1,7,3,3,1247
1,1,75,15,1,1,1,1,1,15,4,6,2586
1,1,35,4,3,1,1,1,1,1,5,2,781
1,2,3,7,3,17,3,1,3,10,2,24,317
1,2,54,17,2,1,1,1,1,3,6,24,14992
1,2,35,16,3,1,2,2,1,9,1,24,13
2,1,3,8,9,1,3,1,3,10,2,24,1523
3,2,11,10,3,1,1,1,2,3,2,24,7447
1,1,69,4,3,1,1,1,1,3,3,1,651
1,1,78,4,1,2,2,2,1,3,6,6,588
3,2,19,8,1,1,1,1,2,8,3,24,1399
1,1,64,9,7,1,1,1,1,12,3,1,1489
1,2,39,9,3,1,2,2,1,8,3,24,1132
1,2,17,29,5,1,1,1,2,7,3,24,1668
1,2,4,2,2,8,1,1,1,9,2,24,7446
1,1,28,15,4,1,1,1,1,4,7,2,1589
1,2,75,18,3,1,1,1,1,3,3,24,7445
1,1,63,2,5,1,1,1,1,3,6,5,3454
2,1,31,3,2,1,1,1,1,4,6,3,336
1,1,25,3,1,1,1,1,1,8,7,3,349
3,1,13,2,3,1,1,1,2,3,3,1,3956
1,2,23,21,1,1,1,1,1,8,3,24,2440
1,2,40,19,3,3,1,1,1,8,7,24,386
3,2,27,9,1,1,1,1,1,13,1,24,1153
1,1,21,11,1,1,1,1,1,8,3,1,3298
3,2,22,4,2,1,1,1,1,7,3,24,497
1,1,30,8,2,1,1,1,1,3,1,4,1722
1,2,48,19,1,1,1,1,1,9,6,24,71
1,2,53,7,9,1,1,1,1,7,6,24,521
3,1,45,9,3,3,1,1,1,3,1,3,936
1,1,19,19,3,2,1,1,1,8,1,2,545
1,2,57,29,1,1,1,1,1,8,7,24,1152
3,1,12,28,1,1,1,1,2,3,2,24,935
3,1,9,2,1,3,1,1,2,3,2,24,7511
1,1,56,16,1,1,1,1,1,6,4,3,145
3,2,45,7,3,1,1,1,1,7,7,24,302
1,2,46,18,5,1,1,1,1,7,7,24,14843
1,1,43,2,1,1,1,1,1,7,1,1,7510
1,1,4,4,3,1,1,1,2,9,2,24,982
2,2,31,16,1,1,1,1,1,3,1,24,160
1,1,45,24,1,11,1,1,1,13,7,3,1290
1,2,13,3,2,1,1,1,2,3,3,24,294
1,1,53,6,1,1,1,1,1,7,6,3,2584
1,2,44,16,3,1,2,2,1,3,1,24,59
1,1,51,4,1,1,1,1,1,8,6,3,242
1,2,51,2,3,2,1,1,1,3,7,24,7509
3,1,32,19,2,1,1,1,1,7,1,3,215
1,1,18,15,2,2,1,1,1,7,3,1,1730
1,1,21,8,1,1,1,1,1,8,3,1,1830
1,2,5,16,3,5,1,1,2,2,2,24,195
1,1,6,29,3,1,1,1,2,9,2,24,1426
1,1,3,13,3,18,3,1,3,10,2,24,3032
1,2,34,7,1,1,1,1,1,4,6,24,321
1,1,20,4,8,1,1,1,2,4,3,1,641
1,1,1,1,3,3,3,1,3,10,2,24,7556
1,2,73,16,2,6,1,1,1,3,7,24,76
1,1,31,14,1,1,1,1,1,8,5,2,431
1,2,37,7,2,1,1,1,1,8,3,24,321
1,2,14,37,7,1,2,2,2,3,3,24,14780
1,1,6,16,2,5,1,1,2,2,2,24,295
1,1,10,16,3,1,1,1,2,3,2,24,216
1,2,49,17,2,1,1,1,1,3,1,24,4075
3,1,25,14,3,3,1,1,1,8,1,2,787
1,1,41,28,2,2,2,2,1,3,1,6,656
1,2,51,17,3,1,1,1,1,9,3,24,7555
1,1,8,5,1,2,1,1,2,3,2,24,14779
3,1,6,27,3,1,1,1,2,2,2,24,1023
1,1,66,6,1,1,1,1,1,7,7,5,2532
1,1,51,22,3,1,2,2,1,9,1,2,201
1,1,1,12,1,1,3,1,3,10,2,24,184
1,2,53,11,2,1,1,1,1,7,7,24,4120
1,2,70,4,5,1,1,1,1,3,6,24,606
1,1,33,4,2,1,1,1,1,8,5,2,641
1,1,21,19,3,1,1,1,2,4,3,1,544
3,1,52,7,5,1,1,1,1,3,1,4,211
3,2,31,7,1,1,1,1,1,8,3,24,972
1,1,70,9,3,1,1,1,1,3,4,9,1096
1,1,41,8,3,1,1,1,1,3,6,5,1935
1,1,17,5,1,1,1,1,2,7,3,1,7585
3,1,10,27,3,1,1,1,2,3,2,24,292
1,2,16,8,1,1,1,1,2,7,3,24,1511
3,2,15,8,3,1,1,1,2,7,3,24,2126
1,2,13,17,2,1,1,1,2,3,3,24,14705
1,2,57,20,1,1,1,1,1,7,7,24,1577
1,2,40,1,5,1,1,1,1,4,3,24,7584
3,2,57,16,3,1,2,3,1,9,6,24,177
3,1,32,7,1,1,1,1,1,7,1,3,593
3,1,7,25,2,1,1,1,2,2,2,24,131
1,1,34,14,3,1,1,1,1,7,3,1,1122
1,2,44,7,1,1,1,1,1,4,1,24,191
1,2,8,1,1,1,1,1,2,3,2,24,7583
1,2,54,7,2,1,1,1,1,7,6,24,841
1,1,42,28,10,3,1,1,1,3,1,3,1288
1,1,29,29,3,1,1,1,1,4,1,2,1382
1,1,19,23,6,19,4,1,4,11,10,22,14691
1,1,28,30,1,1,1,1,1,4,3,1,2631
1,1,18,28,3,1,2,2,2,8,3,1,1146
3,2,26,2,2,1,1,1,1,8,3,24,7599
1,1,43,28,2,1,1,1,1,7,6,4,1133
1,1,16,4,3,1,1,1,1,3,3,1,299
3,2,9,30,3,1,1,1,2,3,2,24,2871
1,1,18,12,2,3,1,1,1,8,3,1,90
1,1,41,14,1,1,1,1,1,8,6,1,608
1,1,40,7,1,1,1,1,1,4,3,5,1302
1,2,6,12,3,1,1,1,1,2,2,24,754
1,1,14,16,3,3,1,1,2,3,3,1,117
1,1,25,30,3,1,1,1,1,7,1,2,7598
1,1,17,20,1,1,1,1,2,7,3,1,1829
1,1,27,5,3,3,1,1,1,8,3,1,7597
1,1,5,16,3,18,1,1,2,2,2,24,406
1,1,13,19,2,1,1,1,2,3,3,1,277
1,2,40,10,3,1,1,1,1,3,1,24,3104
1,1,53,4,3,6,1,1,1,7,6,5,222
1,1,26,8,3,1,1,1,1,7,1,1,1930
1,1,40,1,1,1,1,1,1,7,1,4,4304
3,1,63,7,2,1,1,1,1,15,5,3,180
3,1,50,7,1,1,1,1,1,7,6,3,887
1,1,46,14,1,1,1,1,1,4,6,2,435
1,1,13,1,1,8,1,1,2,3,3,1,14620
3,1,46,7,3,1,1,1,1,7,6,2,516
1,2,45,16,1,1,1,1,1,12,1,24,12
1,1,32,17,2,1,1,1,1,8,3,1,4303
1,2,10,12,3,1,1,1,2,3,2,24,102
3,1,51,8,2,1,1,1,1,8,6,4,1591
1,1,26,1,5,20,1,1,1,7,1,4,7653
1,1,14,27,2,1,1,1,2,7,3,1,1309
1,1,38,12,2,2,1,1,1,3,1,5,308
1,1,16,24,3,1,1,1,1,7,3,1,1249
1,2,49,20,1,1,1,1,1,8,6,24,1344
1,2,3,29,2,7,3,1,3,10,2,24,1031
1,2,10,19,3,1,1,1,2,3,2,24,545
1,2,21,2,3,1,1,1,1,3,3,24,7652
1,1,60,17,2,1,1,1,1,9,6,1,7651
1,1,25,14,2,1,1,1,2,8,1,2,407
1,1,26,12,3,1,1,1,1,7,1,3,139
4,1,70,14,1,1,1,1,1,8,4,2,562
1,2,57,7,1,8,1,1,1,7,6,24,354
1,2,16,29,5,2,1,1,2,7,3,24,1091
4,1,50,28,2,1,1,1,1,4,7,3,674
1,1,22,11,1,2,1,1,2,4,3,1,14543
1,2,56,30,3,1,1,1,1,3,1,24,2531
1,1,21,2,3,19,1,1,2,7,3,1,7699
1,2,76,28,8,3,1,1,1,3,4,24,682
1,1,26,22,1,1,1,1,1,7,1,3,561
1,2,17,9,5,1,1,1,2,7,3,24,876
6,2,2,16,3,1,3,1,3,10,2,24,56
1,1,22,4,2,1,1,1,1,8,3,1,508
1,1,38,1,1,2,1,1,1,7,7,5,7698
1,2,29,17,3,1,2,2,1,7,1,24,14574
1,2,7,15,1,1,1,1,2,3,2,24,1480
1,1,14,10,3,1,1,1,2,3,3,1,3080
1,2,1,1,1,1,3,1,3,10,2,24,14573
1,2,36,5,1,1,1,1,1,7,3,24,14540
3,2,4,2,3,1,1,1,1,9,2,24,7715
1,1,26,17,2,1,1,1,1,4,9,1,4412
1,2,28,14,3,3,1,1,1,4,1,24,1029
1,1,60,8,1,1,1,1,1,4,6,3,2266
1,1,74,28,3,6,2,2,1,3,5,5,884
4,1,44,7,5,6,1,1,1,4,6,2,374
3,1,37,12,1,1,1,1,1,7,6,5,106
2,2,26,25,1,8,1,1,1,4,3,24,27
1,1,30,14,2,1,1,1,1,7,1,3,539
1,1,29,2,3,1,1,1,1,7,6,2,4411
1,2,47,38,1,1,1,1,1,8,7,24,14539
1,2,60,16,2,1,1,1,1,8,7,24,12
1,1,38,12,1,1,1,1,1,8,6,4,118
3,2,33,14,3,1,1,1,1,8,7,24,562
1,2,31,7,5,1,1,1,1,4,3,24,182
3,2,22,7,2,6,1,1,2,8,3,24,400
3,1,23,24,1,3,1,1,1,7,1,3,1736
3,2,13,2,5,1,1,1,2,3,3,24,14538
1,2,59,1,1,8,1,1,1,3,6,24,4440
1,2,35,7,2,3,1,1,1,8,6,24,337
1,2,3,2,3,1,3,1,3,10,2,24,14526
6,1,43,19,1,2,2,2,1,3,1,5,344
3,2,10,2,3,1,1,1,2,3,2,24,4439
1,1,53,28,2,2,1,1,1,3,3,2,1217
1,1,59,20,1,1,1,1,1,1,4,5,1313
3,2,31,21,3,1,1,1,1,6,6,24,1367
1,2,58,8,3,1,1,1,1,3,8,24,2036
1,1,18,34,3,1,2,2,2,8,3,1,2270
1,1,29,20,1,1,1,1,1,4,3,1,2059
3,2,4,14,3,1,1,1,1,9,2,24,1138
6,2,42,19,1,8,1,1,1,7,6,24,599
1,2,37,21,3,1,1,1,1,7,6,24,1518
1,2,31,14,3,5,1,1,1,8,1,24,1440
1,1,45,14,3,1,1,1,1,3,6,3,338
3,2,48,8,1,1,1,1,1,3,6,24,1707
1,1,56,8,7,1,1,1,1,9,6,4,2269
4,1,27,15,1,1,1,1,1,7,1,2,1928
1,1,15,16,3,21,2,2,2,7,3,1,93
